"Emission magnitude [kgh]","Cumulative emissions [kgh]","Cumulative emissions fraction [%]","Cumulative fraction of sites"
0.00000000000000,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
,0.00000000000000,NAN,
