"Emission magnitude [kgh]","Log emission magnitude [log(kgh)]","Cumulative emissions [kgh]","Cumulative aerial emissions [kgh]","Cumulative partial emissions [kgh]","Cumulative simulated emissions [kgh]","Cumulative fraction of sites Rutherford","Emission magnitude Rutherford [kgh]","Log emission magnitude Rutherford [kgh]","Cumulative emissions fraction Rutherford [%]","Cumulative emissions fraction partial [%]","Cumulative emissions fraction aerial [%]","Cumulative emissions fraction [%]","Log cumulative emissions fraction","Cumulative fraction of sites","Cumulative fraction of sites inc partial detect","Log cumulative fraction of sites","Fraction of sites emitting at or above this level","Fraction of aerial detect sites at or above this level","Cumulative fraction missed partial detect sites","Partial detection correction [%]"
0.00033523791667,NAN,14586.93629225957400,2403.00478446573470,0.00000000000000,12575.27189785416500,,0.00492795458333,NAN,0.86745552642551,0.00000000000000,0.15980017790895,0.99999997791003,,0.00013764624914,0.00013764624914,-0.00000000000003,1.00000000000000,,0.00000000000000,0.00000000000000
0.00099841666667,-INF,14586.93529384291100,2403.00478446573470,0.00000000000000,12575.26690577083000,,0.00499208333333,-2.30171817354503,0.86745518196919,0.00000000000000,0.15980017790895,0.99999991081617,,0.00027529249828,0.00027529249828,-0.00005978312104,0.99986235375086,,0.00000000000000,0.00000000000000
0.00184707083333,-INF,14586.93344677207000,2403.00478446573470,0.00000000000000,12575.26191368750400,,0.00499208333333,-2.30171817354503,0.86745483751286,0.00000000000000,0.15980017790895,0.99999978660366,,0.00041293874742,0.00041293874742,-0.00011957447267,0.99972470750172,,0.00000000000000,0.00000000000000
0.00284548750000,-INF,14586.93060128457000,2403.00478446573470,0.00000000000000,12575.25692160416800,,0.00499208333333,-2.30171817354503,0.86745449305654,0.00000000000000,0.15980017790895,0.99999959309174,,0.00055058499656,0.00055058499656,-0.00017937405720,0.99958706125258,,0.00000000000000,0.00000000000000
0.00354437916667,-INF,14586.92705690540600,2403.00478446573470,0.00000000000000,12575.25192952082800,,0.00499208333333,-2.30171817354503,0.86745414860021,0.00000000000000,0.15980017790895,0.99999935147905,,0.00068823124570,0.00068823124570,-0.00023918187687,0.99944941500344,,0.00000000000000,0.00000000000000
0.00404358750000,-INF,14586.92301331790000,2403.00478446573470,0.00000000000000,12575.24693743749800,,0.00499208333333,-2.30171817354503,0.86745380414389,0.00000000000000,0.15980017790895,0.99999907453548,,0.00082587749484,0.00082587749484,-0.00029899793398,0.99931176875430,,0.00000000000000,0.00000000000000
0.00439303333333,-INF,14586.91862028457000,2403.00478446573470,0.00000000000000,12575.24194535417000,,0.00499208333333,-2.30171817354503,0.86745345968756,0.00000000000000,0.15980017790895,0.99999877272682,,0.00096352374398,0.00096352374398,-0.00035882223077,0.99917412250516,,0.00000000000000,0.00000000000000
0.00454279583333,-INF,14586.91407748873800,2403.00478446573470,0.00000000000000,12575.23695327082700,,0.00499208333333,-2.30171817354503,0.86745311523124,0.00000000000000,0.15980017790895,0.99999846044393,,0.00110116999312,0.00110116999312,-0.00041865476953,0.99903647625602,,0.00000000000000,0.00000000000000
0.00474247916667,-INF,14586.90933500956800,2403.00478446573470,0.00000000000000,12575.23196118749700,,0.00499208333333,-2.30171817354503,0.86745277077491,0.00000000000000,0.15980017790895,0.99999813408474,,0.00123881624226,0.00123881624226,-0.00047849555253,0.99889883000688,,0.00000000000000,0.00000000000000
0.00489224166667,-INF,14586.90444276790400,2403.00478446573470,0.00000000000000,12575.22696910416700,,0.00499208333333,-2.30171817354503,0.86745242631859,0.00000000000000,0.15980017790895,0.99999779699729,,0.00137646249140,0.00137646249140,-0.00053834458203,0.99876118375774,,0.00000000000000,0.00000000000000
0.00494216250000,-INF,14586.89950060540700,2403.00478446573470,0.00000000000000,12575.22197702083000,,0.00499208333333,-2.30171817354503,0.86745208186226,0.00000000000000,0.15980017790895,0.99999745601918,,0.00151410874054,0.00151410874054,-0.00059820186031,0.99862353750860,,0.00000000000000,0.00000000000000
0.00494216250000,-INF,14586.89455844289800,2403.00478446573470,0.00000000000000,12575.21698493750200,,0.00499208333333,-2.30171817354503,0.86745173740594,0.00000000000000,0.15980017790895,0.99999711504108,,0.00165175498968,0.00165175498968,-0.00065806738965,0.99848589125946,,0.00000000000000,0.00000000000000
0.00499208333333,-2.30171817354503,14586.88956635956700,2403.00478446573470,0.00000000000000,12575.21199285416900,,0.00499208333333,-2.30171817354503,0.86745139294961,0.00000000000000,0.15980017790895,0.99999677058476,,0.00178940123882,0.00178940123882,-0.00071794117232,0.99834824501032,,0.00000000000000,0.00000000000000
0.00499208333333,-2.30171817354503,14586.88457427623500,2403.00478446573470,0.00000000000000,12575.20700077083000,,0.00499208333333,-2.30171817354503,0.86745104849329,0.00000000000000,0.15980017790895,0.99999642612843,,0.00192704748796,0.00192704748796,-0.00077782321060,0.99821059876119,,0.00000000000000,0.00000000000000
0.00499208333333,-2.30171817354503,14586.87958219290000,2403.00478446573470,0.00000000000000,12575.20200868750200,,0.00499208333333,-2.30171817354503,0.86745070403696,0.00000000000000,0.15980017790895,0.99999608167211,,0.00206469373710,0.00206469373710,-0.00083771350676,0.99807295251205,,0.00000000000000,0.00000000000000
0.00499208333333,-2.30171817354503,14586.87459010956300,2403.00478446573470,0.00000000000000,12575.19701660416800,,0.00499208333333,-2.30171817354503,0.86745035958064,0.00000000000000,0.15980017790895,0.99999573721578,,0.00220233998624,0.00220233998624,-0.00089761206308,0.99793530626290,,0.00000000000000,0.00000000000000
